vtkOriginalIndices,Py,Pz,Y,Z,__vtkIsSelected__
-1.62559e-022,9.77982e-021,0.00285854,0.000497681,5716,0
-8.44954e-022,8.08434e-021,0.00293415,0.000471717,5717,0
-8.67187e-022,7.82056e-021,0.00293141,0.000551474,5718,0
-9.27444e-020,-2.82162e-019,0.0012739,0.00376053,5719,0
-9.41967e-020,-2.70864e-019,0.00118674,0.00378793,5720,0
-9.56527e-020,-2.59048e-019,0.00109958,0.00381533,5721,0
-5.47267e-020,-1.7657e-019,0.00120005,0.00369755,5722,0
-5.55278e-020,-1.63089e-019,0.00111289,0.00372495,5723,0
-1.4925e-020,-6.59832e-020,0.00112621,0.00363457,5724,0
-8.06812e-020,-2.43568e-019,0.00122023,0.00374867,5725,0
-8.19178e-020,-2.3137e-019,0.00113307,0.00377607,5726,0
-4.18523e-020,-1.35585e-019,0.00114639,0.00368569,5727,0
-9.08063e-020,-2.7671e-019,0.00130491,0.00372291,5728,0
-4.40499e-020,-1.42928e-019,0.00123107,0.00365993,5729,0
-5.30246e-021,-4.07565e-020,0.00115722,0.00359695,5730,0
-6.24283e-020,-1.51597e-019,0.00131079,0.00363747,5731,0
-2.00272e-020,-3.22713e-020,0.00123694,0.00357449,5732,0
-3.45658e-020,-2.38904e-020,0.00131666,0.00355203,5733,0
-6.10359e-020,-1.76243e-019,0.00128226,0.00367344,5734,0
-2.18005e-020,-6.67396e-020,0.00120841,0.00361046,5735,0
-3.43681e-020,-5.92623e-020,0.00128813,0.00358799,5736,0
-7.05601e-020,-2.18727e-019,0.000806813,0.00386451,5737,0
-3.4527e-020,-1.1462e-019,0.000720677,0.00381255,5738,0
6.9247e-022,-1.3845e-020,0.000634542,0.00376059,5739,0
-4.55302e-020,-1.21608e-019,0.000810273,0.00377738,5740,0
-9.51282e-021,-1.78402e-020,0.000724137,0.00372542,5741,0
-2.00462e-020,-2.27276e-020,0.000813732,0.00369025,5742,0
-4.93387e-020,-1.48694e-019,0.000779254,0.00381815,5743,0
-1.45184e-020,-4.8964e-020,0.000693119,0.00376619,5744,0
-2.45611e-020,-5.27023e-020,0.000782714,0.00373102,5745,0
-5.96882e-021,1.69492e-020,0.000786821,0.00363886,5746,0
6.66226e-021,2.2135e-020,0.000697226,0.00367403,5747,0
1.94801e-020,2.73962e-020,0.000607631,0.0037092,5748,0
-3.09035e-021,9.39276e-021,0.00070263,0.00357182,5749,0
7.88344e-021,1.38443e-020,0.000613035,0.00360699,5750,0
-1.45976e-021,2.5467e-021,0.000618438,0.00350478,5751,0
-6.1024e-022,1.54663e-020,0.000728893,0.00362823,5752,0
1.04418e-020,1.99823e-020,0.000639297,0.0036634,5753,0
1.07936e-021,8.59153e-021,0.000644701,0.00356119,5754,0
-1.91606e-020,-2.15974e-020,0.000898374,0.00366494,5755,0
-1.07465e-020,-2.5724e-020,0.000985469,0.00364292,5756,0
-2.76004e-021,-3.27948e-020,0.00107256,0.00362091,5757,0
-5.202e-020,-1.24656e-019,0.000972152,0.0037333,5758,0
-4.60916e-020,-1.36358e-019,0.00105925,0.00371129,5759,0
-8.85652e-020,-2.37863e-019,0.00104593,0.00380167,5760,0
-2.73751e-020,-5.75346e-020,0.000951998,0.00368039,5761,0
-1.89591e-020,-6.14011e-020,0.00103909,0.00365837,5762,0
-5.99253e-020,-1.59503e-019,0.00102578,0.00374876,5763,0
-3.40941e-020,-5.47198e-020,0.00086819,0.00370132,5764,0
-6.59903e-020,-1.55484e-019,0.000941967,0.00376969,5765,0
-1.04277e-019,-2.73499e-019,0.00101574,0.00383805,5766,0
-6.19161e-020,-1.6243e-019,0.00086473,0.00378845,5767,0
-9.84868e-020,-2.76392e-019,0.000938507,0.00385682,5768,0
-9.2593e-020,-2.79283e-019,0.00086127,0.00387558,5769,0
-5.32033e-020,-1.22078e-019,0.000891629,0.00375315,5770,0
-8.5526e-020,-2.2331e-019,0.000965406,0.00382152,5771,0
-7.99072e-020,-2.2566e-019,0.000888169,0.00384028,5772,0
-4.06336e-021,1.19976e-020,0.000658493,0.00312703,5773,0
-6.58452e-022,1.39081e-020,0.000756786,0.00309891,5774,0
2.73225e-021,1.58624e-020,0.000855079,0.00307078,5775,0
-3.47307e-021,1.49449e-020,0.000760354,0.00320244,5776,0
-2.54493e-022,1.74061e-020,0.000858647,0.00317431,5777,0
-3.43939e-021,1.90369e-020,0.000862214,0.00327785,5778,0
-2.61712e-021,1.34529e-020,0.000725211,0.00314279,5779,0
5.06805e-022,1.51984e-020,0.000823504,0.00311467,5780,0
-2.29427e-021,1.66039e-020,0.000827072,0.0032182,5781,0
8.64364e-021,5.43264e-021,0.00105382,0.00356345,5782,0
4.36579e-022,9.63323e-021,0.000966722,0.00358547,5783,0
-7.87835e-021,1.3889e-020,0.000879627,0.00360748,5784,0
2.48779e-021,1.10056e-020,0.000984258,0.00348147,5785,0
-5.58824e-021,1.51552e-020,0.000897163,0.00350348,5786,0
-3.41329e-021,1.63448e-020,0.000914698,0.00339949,5787,0
3.85432e-021,8.70456e-021,0.0010016,0.00354346,5788,0
-4.34509e-021,1.29066e-020,0.000914504,0.00356548,5789,0
-2.17302e-021,1.41827e-020,0.00093204,0.00346148,5790,0
-5.04808e-021,1.01518e-020,0.000625774,0.00317386,5791,0
-4.77896e-021,1.32513e-020,0.000727634,0.00324927,5792,0
-4.49163e-021,1.64958e-020,0.000829495,0.00332468,5793,0
-5.22973e-021,5.71423e-021,0.000625907,0.00328623,5794,0
-4.9471e-021,8.81934e-021,0.000727767,0.00336163,5795,0
-5.41159e-021,9.70376e-022,0.00062604,0.00339859,5796,0
-5.01942e-021,9.72431e-021,0.000659772,0.00323645,5797,0
-4.73973e-021,1.2874e-020,0.000761632,0.00331186,5798,0
-5.19665e-021,5.18652e-021,0.000659905,0.00334881,5799,0
-8.97608e-021,1.49854e-020,0.000822532,0.00359247,5800,0
-6.44038e-021,7.88703e-021,0.00073834,0.00352543,5801,0
-4.69084e-021,1.3109e-021,0.000654149,0.00345839,5802,0
-6.51474e-021,1.63158e-020,0.000840067,0.00348847,5803,0
-4.22865e-021,9.28976e-021,0.000755876,0.00342143,5804,0
-4.17669e-021,1.7564e-020,0.000857603,0.00338448,5805,0
-6.87002e-021,1.28386e-020,0.000800313,0.00353546,5806,0
-5.10988e-021,6.16359e-021,0.000716122,0.00346842,5807,0
-4.6424e-021,1.41073e-020,0.000817849,0.00343146,5808,0
-3.8768e-021,1.66632e-020,0.000920923,0.00328284,5809,0
-9.71508e-022,1.5234e-020,0.000917356,0.00317931,5810,0
1.86894e-021,1.44206e-020,0.000913788,0.00307577,5811,0
-8.3798e-021,9.79402e-021,0.000995189,0.00322242,5812,0
-6.1798e-021,8.46889e-021,0.000991622,0.00311889,5813,0
-1.44391e-020,2.36042e-021,0.00106945,0.003162,5814,0
-4.39901e-021,1.38858e-020,0.000944489,0.00322819,5815,0
-1.5232e-021,1.25626e-020,0.000940922,0.00312466,5816,0
-8.8126e-021,7.18339e-021,0.00101876,0.00316777,5817,0
1.5433e-021,2.63438e-020,0.00129841,0.00327396,5818,0
-1.87331e-021,2.20424e-020,0.00123664,0.003306,5819,0
-5.34222e-021,1.7673e-020,0.00117488,0.00333803,5820,0
-6.68622e-021,1.53829e-020,0.00122384,0.00323382,5821,0
-1.0079e-020,1.11151e-020,0.00116208,0.00326585,5822,0
-1.46748e-020,4.89157e-021,0.00114928,0.00319367,5823,0
-2.3614e-021,2.11225e-020,0.00125297,0.00327126,5824,0
-5.7563e-021,1.68516e-020,0.0011912,0.00330329,5825,0
-1.05003e-020,1.04369e-020,0.0011784,0.00323111,5826,0
1.60597e-021,2.73658e-020,0.00132342,0.00331394,5827,0
-8.45388e-021,2.62032e-020,0.00132386,0.00339374,5828,0
-1.89278e-020,2.49759e-020,0.00132431,0.00347354,5829,0
-1.42337e-021,2.1925e-020,0.00126165,0.00334598,5830,0
-1.06903e-020,2.07856e-020,0.00126209,0.00342578,5831,0
-4.46121e-021,1.8105e-020,0.00119988,0.00337801,5832,0
-2.43928e-021,2.40865e-020,0.00130298,0.00335122,5833,0
-1.17473e-020,2.29905e-020,0.00130342,0.00343102,5834,0
-5.49122e-021,2.02746e-020,0.00124121,0.00338326,5835,0
9.8663e-021,5.72147e-021,0.00108868,0.00353271,5836,0
2.19468e-021,1.15112e-020,0.00101912,0.00345073,5837,0
-3.65892e-021,1.81055e-020,0.000949565,0.00336874,5838,0
2.80105e-021,1.07317e-020,0.00110619,0.00346248,5839,0
-3.82748e-021,1.69004e-020,0.00103663,0.0033805,5840,0
-3.99669e-021,1.56904e-020,0.0011237,0.00339226,5841,0
4.15235e-021,9.33674e-021,0.00107133,0.00348197,5842,0
-1.77459e-021,1.47039e-020,0.00100177,0.00339999,5843,0
-1.91838e-021,1.36447e-020,0.00108884,0.00341175,5844,0
-3.70335e-021,1.5505e-020,0.00117346,0.0034121,5845,0
-9.97359e-021,1.81716e-020,0.00123567,0.00345986,5846,0
-1.78934e-020,2.18993e-020,0.00129788,0.00350762,5847,0
2.07972e-021,1.14144e-020,0.00115595,0.00348232,5848,0
-4.68195e-021,1.44859e-020,0.00121816,0.00353009,5849,0
8.68318e-021,6.98613e-021,0.00113844,0.00355255,5850,0
-3.87753e-021,1.50403e-020,0.00118836,0.00345143,5851,0
-1.02188e-020,1.77286e-020,0.00125057,0.00349919,5852,0
1.9677e-021,1.08928e-020,0.00117085,0.00352165,5853,0
-4.60584e-021,1.70706e-020,0.000951134,0.00332127,5854,0
-9.15009e-021,1.01173e-020,0.0010254,0.00326085,5855,0
-1.60692e-020,2.28404e-021,0.00109967,0.00320043,5856,0
-4.75269e-021,1.60379e-020,0.0010382,0.00333303,5857,0
-1.11497e-020,8.91071e-021,0.00111247,0.00327261,5858,0
-6.00622e-021,1.5826e-020,0.00112527,0.00334479,5859,0
-6.18987e-021,1.43808e-020,0.00100491,0.00330505,5860,0
-1.06771e-020,7.51707e-021,0.00107918,0.00324463,5861,0
-6.33886e-021,1.33493e-020,0.00109198,0.00331681,5862,0
-1.24998e-020,1.13996e-021,0.00129669,0.00274039,5863,0
-1.28804e-020,5.02135e-021,0.00121488,0.00279696,5864,0
-1.32655e-020,9.04886e-021,0.00113306,0.00285353,5865,0
-1.10644e-020,6.949e-021,0.00119808,0.0027142,5866,0
-1.14192e-020,1.08895e-020,0.00111626,0.00277077,5867,0
-9.66029e-021,1.2622e-020,0.00109947,0.00268801,5868,0
-1.21413e-020,4.37559e-021,0.00123655,0.00275051,5869,0
-1.25148e-020,8.32541e-021,0.00115473,0.00280708,5870,0
-1.07078e-020,1.01589e-020,0.00113794,0.00272433,5871,0
-1.0227e-020,1.63518e-020,0.00105045,0.00269676,5872,0
-1.22805e-020,1.43878e-020,0.00106724,0.00277952,5873,0
-1.44376e-020,1.22958e-020,0.00108404,0.00286227,5874,0
-8.46277e-021,1.71936e-020,0.001002,0.00274919,5875,0
-1.02112e-020,1.55572e-020,0.00101879,0.00283195,5876,0
-8.25867e-021,1.91062e-020,0.000953549,0.00280162,5877,0
-9.1606e-021,1.54179e-020,0.0010399,0.00274182,5878,0
-1.0927e-020,1.37332e-020,0.00105669,0.00282458,5879,0
-8.97123e-021,1.72924e-020,0.000991447,0.00279425,5880,0
-6.18799e-021,1.32645e-020,0.0011119,0.00263551,5881,0
1.65182e-021,1.15449e-020,0.00116601,0.00256077,5882,0
8.79086e-021,1.0041e-020,0.00122011,0.00248602,5883,0
-7.58527e-021,7.42615e-021,0.00121052,0.0026617,5884,0
4.43582e-022,6.11327e-021,0.00126462,0.00258695,5885,0
-9.01343e-021,1.45213e-021,0.00130913,0.00268789,5886,0
-3.76029e-021,1.07693e-020,0.00116281,0.00261932,5887,0
3.69123e-021,9.25315e-021,0.00121691,0.00254458,5888,0
-5.06276e-021,5.20676e-021,0.00126142,0.00264551,5889,0
1.07998e-020,1.18918e-020,0.00117653,0.00239372,5890,0
1.04307e-020,1.25592e-020,0.0010867,0.00238967,5891,0
1.16726e-020,1.37348e-020,0.000996872,0.00238563,5892,0
4.32874e-021,1.53748e-020,0.00112601,0.00229653,5893,0
4.70644e-021,1.69231e-020,0.00103618,0.00229249,5894,0
-1.74332e-021,1.98475e-020,0.00107549,0.00219934,5895,0
8.46596e-021,1.33051e-020,0.00112975,0.00235997,5896,0
8.10816e-021,1.39588e-020,0.00103992,0.00235593,5897,0
2.17648e-021,1.66749e-020,0.00107923,0.00226279,5898,0
8.75597e-021,1.3258e-020,0.000952904,0.00236305,5899,0
3.50371e-021,1.28421e-020,0.000910826,0.00229936,5900,0
-1.5861e-021,1.26456e-020,0.000868748,0.00223568,5901,0
2.78778e-021,1.60071e-020,0.000992215,0.00226991,5902,0
-2.27406e-021,1.59385e-020,0.000950137,0.00220622,5903,0
-2.94562e-021,1.91544e-020,0.00103153,0.00217677,5904,0
4.97364e-021,1.40513e-020,0.000951982,0.00231077,5905,0
-5.95829e-023,1.36181e-020,0.000909904,0.00224709,5906,0
-7.2197e-022,1.66997e-020,0.000991293,0.00221763,5907,0
-3.41067e-021,1.49963e-020,0.00106713,0.00260052,5908,0
4.50508e-021,1.39756e-020,0.0010314,0.00252173,5909,0
1.19349e-020,1.30094e-020,0.000995677,0.00244294,5910,0
4.35364e-021,1.28149e-020,0.00112123,0.00252577,5911,0
1.15597e-020,1.20949e-020,0.0010855,0.00244698,5912,0
1.19603e-020,1.13706e-020,0.00117533,0.00245103,5913,0
1.82144e-021,1.35749e-020,0.00107325,0.00254934,5914,0
8.53753e-021,1.27136e-020,0.00103753,0.00247055,5915,0
8.91246e-021,1.20244e-020,0.00112735,0.00247459,5916,0
-1.37072e-021,8.77352e-021,0.000741825,0.00280837,5917,0
-1.20295e-022,1.2222e-020,0.000780904,0.00273915,5918,0
1.07311e-021,1.66649e-020,0.000819983,0.00266992,5919,0
-3.34161e-021,1.38804e-020,0.000811894,0.00279995,5920,0
-2.73261e-021,1.87334e-020,0.000850974,0.00273072,5921,0
-6.71152e-021,2.08887e-020,0.000881964,0.00279153,5922,0
-1.60053e-021,1.16385e-020,0.000778208,0.00278249,5923,0
-3.60687e-022,1.49577e-020,0.000817287,0.00271326,5924,0
-3.5474e-021,1.66582e-020,0.000848277,0.00277407,5925,0
-6.02243e-022,7.63888e-021,0.000706217,0.00278638,5926,0
-6.52081e-022,9.67225e-021,0.000669464,0.00271199,5927,0
-1.05965e-021,1.18874e-020,0.00063271,0.00263759,5928,0
6.1497e-022,1.10951e-020,0.000745296,0.00271716,5929,0
3.989e-022,1.35307e-020,0.000708543,0.00264276,5930,0
1.86343e-021,1.51806e-020,0.000784376,0.00264793,5931,0
-2.09378e-022,9.488e-021,0.000706992,0.00273851,5932,0
-2.70651e-022,1.14174e-020,0.000670239,0.00266412,5933,0
9.69386e-022,1.28127e-020,0.000746072,0.00266928,5934,0
-8.38453e-021,1.71561e-020,0.00101837,0.00266638,5935,0
-6.72716e-021,1.77138e-020,0.00096992,0.00271881,5936,0
-6.4956e-021,1.96185e-020,0.00092147,0.00277124,5937,0
-4.30534e-021,1.73592e-020,0.00093893,0.00265801,5938,0
-3.30019e-021,1.78781e-020,0.00089048,0.00271044,5939,0
-2.55767e-022,1.75608e-020,0.00085949,0.00264964,5940,0
-5.74315e-021,1.65365e-020,0.00097574,0.00268107,5941,0
-5.4992e-021,1.8396e-020,0.00092729,0.0027335,5942,0
-2.36758e-021,1.67021e-020,0.0008963,0.00267269,5943,0
9.7456e-021,1.36519e-020,0.000951163,0.00246506,5944,0
3.08715e-021,1.45404e-020,0.000986887,0.00254385,5945,0
-3.99294e-021,1.54761e-020,0.00102261,0.00262264,5946,0
6.26042e-021,1.47032e-020,0.000907447,0.00253548,5947,0
-6.95754e-022,1.56412e-020,0.000943172,0.00261427,5948,0
2.57638e-021,1.58049e-020,0.000863732,0.0026059,5949,0
6.40029e-021,1.42932e-020,0.000948499,0.0025148,5950,0
-4.98041e-022,1.52139e-020,0.000984223,0.00259359,5951,0
2.74947e-021,1.53778e-020,0.000904783,0.00258521,5952,0
-4.57078e-021,1.14099e-020,0.000649289,0.0022199,5953,0
-3.03636e-021,1.14507e-020,0.000720547,0.0022309,5954,0
-1.48455e-021,1.1492e-020,0.000791804,0.0022419,5955,0
2.73982e-021,1.13038e-020,0.000684438,0.00229478,5956,0
4.30846e-021,1.13437e-020,0.000755695,0.00230578,5957,0
1.03493e-020,1.12411e-020,0.000719587,0.00236966,5958,0
-1.56105e-021,1.13552e-020,0.000684758,0.00224853,5959,0
-4.77252e-023,1.13948e-020,0.000756015,0.00225952,5960,0
5.75317e-021,1.12969e-020,0.000719907,0.00232341,5961,0
-3.2987e-021,1.21624e-020,0.000612682,0.00223915,5962,0
4.4717e-021,1.18617e-020,0.000647831,0.00231402,5963,0
1.25638e-020,1.18646e-020,0.000682979,0.0023889,5964,0
4.23889e-021,1.38275e-020,0.000574117,0.00230787,5965,0
1.17584e-020,1.34403e-020,0.000609265,0.00238275,5966,0
1.2227e-020,1.55872e-020,0.000535552,0.00237659,5967,0
1.76478e-021,1.23635e-020,0.000611543,0.00228701,5968,0
9.3121e-021,1.23364e-020,0.000646692,0.00236189,5969,0
8.54654e-021,1.38432e-020,0.000572978,0.00235574,5970,0
1.32825e-020,1.3401e-020,0.000913192,0.00243886,5971,0
8.57985e-021,1.41513e-020,0.000869477,0.00250928,5972,0
5.68771e-021,1.5926e-020,0.000825761,0.0025797,5973,0
1.41592e-020,1.28543e-020,0.000835006,0.00243906,5974,0
1.07599e-020,1.40977e-020,0.00079129,0.00250948,5975,0
1.55377e-020,1.23636e-020,0.000756819,0.00243925,5976,0
1.1121e-020,1.32953e-020,0.000872558,0.0024624,5977,0
7.68108e-021,1.4335e-020,0.000828843,0.00253282,5978,0
1.19128e-020,1.28003e-020,0.000794372,0.0024626,5979,0
1.20408e-020,1.2491e-020,0.000913738,0.00239416,5980,0
1.28655e-020,1.19761e-020,0.000835552,0.00239436,5981,0
1.48252e-020,1.15867e-020,0.000757365,0.00239455,5982,0
5.90162e-021,1.19351e-020,0.00087166,0.00233048,5983,0
7.64128e-021,1.17043e-020,0.000793474,0.00233067,5984,0
8.27788e-022,1.18136e-020,0.000829582,0.00226679,5985,0
9.71368e-021,1.20358e-020,0.00087365,0.002373,5986,0
1.04774e-020,1.15602e-020,0.000795463,0.00237319,5987,0
4.4213e-021,1.16544e-020,0.000831572,0.00230931,5988,0
1.2006e-020,1.21235e-020,0.00071697,0.002461,5989,0
7.7819e-021,1.3637e-020,0.000751441,0.00253123,5990,0
3.30628e-021,1.52309e-020,0.000785912,0.00260145,5991,0
6.61111e-021,1.23338e-020,0.000675608,0.00252606,5992,0
2.11375e-021,1.38887e-020,0.000710079,0.00259628,5993,0
9.26365e-022,1.25522e-020,0.000634246,0.00259111,5994,0
8.82945e-021,1.26928e-020,0.000714673,0.0025061,5995,0
4.43044e-021,1.42469e-020,0.000749144,0.00257632,5996,0
3.24687e-021,1.29196e-020,0.000673311,0.00257115,5997,0
1.46887e-020,1.25693e-020,0.000680908,0.00243554,5998,0
7.81019e-021,1.26655e-020,0.000639546,0.0025006,5999,0
2.46629e-021,1.30904e-020,0.000598185,0.00256565,6000,0
1.37864e-020,1.43184e-020,0.000607194,0.00242939,6001,0
7.95488e-021,1.4664e-020,0.000565833,0.00249445,6002,0
1.31199e-020,1.61412e-020,0.000533481,0.00242324,6003,0
1.11101e-020,1.30428e-020,0.00064255,0.00245518,6004,0
5.70901e-021,1.32776e-020,0.000601188,0.00252023,6005,0
1.03093e-020,1.46079e-020,0.000568836,0.00244903,6006,0
9.09336e-022,1.92474e-020,-0.00222855,0.000905253,6007,0
2.09745e-022,1.4376e-020,-0.00215669,0.000879428,6008,0
-3.74842e-022,1.04604e-020,-0.00208484,0.000853603,6009,0
-5.47248e-022,1.48032e-020,-0.0021727,0.000959817,6010,0
-1.12783e-021,1.01883e-020,-0.00210084,0.000933992,6011,0
-2.1592e-021,9.84612e-021,-0.00211684,0.00101438,6012,0
1.87871e-022,1.57881e-020,-0.00218598,0.000914833,6013,0
-4.18348e-022,1.16921e-020,-0.00211412,0.000889008,6014,0
-1.19899e-021,1.15116e-020,-0.00213012,0.000969396,6015,0
-4.98628e-022,1.41417e-020,-0.00223673,0.000712087,6016,0
-3.61092e-022,1.24032e-020,-0.00216935,0.000761253,6017,0
-2.4526e-022,1.09616e-020,-0.00210197,0.000810419,6018,0
2.07855e-022,1.67904e-020,-0.00224121,0.000787078,6019,0
3.1488e-022,1.46999e-020,-0.00217382,0.000836244,6020,0
1.06254e-021,1.9875e-020,-0.00224568,0.000862069,6021,0
-2.29686e-022,1.39697e-020,-0.00221576,0.000753473,6022,0
-1.0701e-022,1.26616e-020,-0.00214838,0.000802638,6023,0
4.5075e-022,1.64155e-020,-0.00222024,0.000828463,6024,0
2.44836e-022,9.27816e-021,-0.0020394,0.000864718,6025,0
2.0444e-021,9.66066e-021,-0.00197493,0.000923887,6026,0
4.19268e-021,9.83336e-021,-0.00191047,0.000983056,6027,0
-5.98574e-022,8.84289e-021,-0.0020554,0.000945106,6028,0
1.46887e-021,9.21664e-021,-0.00199093,0.00100428,6029,0
-1.57955e-021,8.35189e-021,-0.0020714,0.00102549,6030,0
6.42216e-022,9.41451e-021,-0.00202324,0.000911237,6031,0
2.4906e-021,9.61414e-021,-0.00195878,0.000970406,6032,0
-7.84293e-023,9.0332e-021,-0.00203924,0.000991626,6033,0
5.68265e-022,1.08941e-020,-0.00165265,0.000849168,6034,0
2.30047e-021,1.04678e-020,-0.00172209,0.000799298,6035,0
4.86606e-021,1.01995e-020,-0.00179153,0.000749429,6036,0
2.10069e-021,1.13434e-020,-0.00166359,0.000774846,6037,0
4.55662e-021,1.12264e-020,-0.00173302,0.000724976,6038,0
4.25737e-021,1.21839e-020,-0.00167452,0.000700523,6039,0
1.68779e-021,1.09077e-020,-0.00167944,0.000807771,6040,0
3.33854e-021,1.05211e-020,-0.00174888,0.000757901,6041,0
3.10531e-021,1.13644e-020,-0.00169038,0.000733448,6042,0
5.1936e-022,1.05649e-020,-0.00167526,0.000885624,6043,0
2.32658e-021,1.01566e-020,-0.00175403,0.000920671,6044,0
5.34384e-021,9.77642e-021,-0.00183279,0.000955719,6045,0
2.33747e-021,1.01433e-020,-0.0017447,0.000835755,6046,0
5.15209e-021,9.79267e-021,-0.00182346,0.000870802,6047,0
4.90462e-021,9.81293e-021,-0.00181414,0.000785885,6048,0
1.73769e-021,1.02866e-020,-0.00172466,0.000880684,6049,0
3.56911e-021,9.87309e-021,-0.00180343,0.000915731,6050,0
3.45997e-021,9.88653e-021,-0.0017941,0.000830814,6051,0
1.13717e-021,9.64101e-021,-0.00200947,0.000829339,6052,0
2.87638e-021,9.8575e-021,-0.00193567,0.000803592,6053,0
4.48449e-021,1.00592e-020,-0.00186188,0.000777845,6054,0
2.85784e-021,9.86942e-021,-0.001945,0.000888509,6055,0
4.59718e-021,1.0083e-020,-0.00187121,0.000862761,6056,0
4.80468e-021,1.00906e-020,-0.00188053,0.000947678,6057,0
2.2552e-021,9.80942e-021,-0.00196338,0.00084048,6058,0
3.91036e-021,1.00145e-020,-0.00188959,0.000814733,6059,0
4.08458e-021,1.00133e-020,-0.00189891,0.000899649,6060,0
-9.41882e-022,1.09943e-020,-0.00162647,0.0004655,6061,0
-1.34225e-023,1.0721e-020,-0.00170096,0.000474984,6062,0
1.01548e-021,1.04401e-020,-0.00177545,0.000484468,6063,0
-5.38813e-022,1.0385e-020,-0.00168238,0.0004027,6064,0
2.87808e-022,1.01236e-020,-0.00175688,0.000412184,6065,0
-2.3852e-022,9.90463e-021,-0.0017383,0.0003399,6066,0
-5.05776e-022,1.06869e-020,-0.00166994,0.000447728,6067,0
3.95119e-022,1.0419e-020,-0.00174443,0.000457212,6068,0
-1.71209e-022,1.01388e-020,-0.00172585,0.000384928,6069,0
5.33347e-022,9.81875e-021,-0.00195053,0.000336146,6070,0
2.18257e-022,9.76358e-021,-0.00186756,0.000328784,6071,0
-8.27379e-023,9.7092e-021,-0.00178459,0.000321421,6072,0
7.81923e-022,9.93566e-021,-0.00188614,0.000401068,6073,0
4.32293e-022,9.85943e-021,-0.00180317,0.000393705,6074,0
1.14336e-021,1.01045e-020,-0.00182175,0.000465989,6075,0
4.88592e-022,9.83642e-021,-0.00190141,0.000355333,6076,0
1.666e-022,9.77869e-021,-0.00181844,0.00034797,6077,0
7.51501e-022,9.95986e-021,-0.00183702,0.000420254,6078,0
1.28802e-021,1.03619e-020,-0.00176522,0.000525882,6079,0
1.39e-022,1.07026e-020,-0.00169073,0.000516398,6080,0
-9.69845e-022,1.1031e-020,-0.00161624,0.000506914,6081,0
1.60907e-021,1.07459e-020,-0.00171595,0.00057784,6082,0
5.03402e-022,1.10669e-020,-0.00164146,0.000568356,6083,0
2.25047e-021,1.13293e-020,-0.00166668,0.000629798,6084,0
8.79049e-022,1.05097e-020,-0.00172397,0.00054004,6085,0
-1.43668e-022,1.08119e-020,-0.00164948,0.000530556,6086,0
1.42933e-021,1.10412e-020,-0.0016747,0.000591998,6087,0
1.97524e-021,1.02086e-020,-0.00179313,0.000554514,6088,0
2.25798e-021,1.06131e-020,-0.00174386,0.000606472,6089,0
2.97162e-021,1.12068e-020,-0.00169459,0.00065843,6090,0
2.93362e-021,1.0061e-020,-0.00180236,0.000630925,6091,0
3.1868e-021,1.05264e-020,-0.00175309,0.000682883,6092,0
4.05951e-021,9.87663e-021,-0.0018116,0.000707335,6093,0
2.09732e-021,1.02293e-020,-0.00177979,0.000597303,6094,0
2.79232e-021,1.07817e-020,-0.00173051,0.000649261,6095,0
3.00084e-021,1.00959e-020,-0.00178902,0.000673714,6096,0
4.63642e-022,9.35573e-021,-0.00226359,0.000441741,6097,0
4.00799e-022,9.62066e-021,-0.002177,0.000501428,6098,0
3.55098e-022,9.77e-021,-0.0020904,0.000561116,6099,0
1.78286e-022,1.07233e-020,-0.00225056,0.000535062,6100,0
7.21241e-023,1.11307e-020,-0.00216396,0.00059475,6101,0
-2.45923e-022,1.2651e-020,-0.00223753,0.000628384,6102,0
3.5087e-022,9.88129e-021,-0.00223038,0.000492744,6103,0
2.91725e-022,1.01227e-020,-0.00214379,0.000552432,6104,0
4.80734e-023,1.13097e-020,-0.00221735,0.000586065,6105,0
5.23852e-022,9.15413e-021,-0.00223492,0.000402436,6106,0
5.91502e-022,9.43461e-021,-0.00213587,0.000377844,6107,0
6.45902e-022,9.6862e-021,-0.00203682,0.000353251,6108,0
5.16002e-022,9.23543e-021,-0.00214833,0.000462124,6109,0
6.03877e-022,9.53697e-021,-0.00204928,0.000437531,6110,0
4.86381e-022,9.37647e-021,-0.00206173,0.000521811,6111,0
5.49936e-022,9.27363e-021,-0.00217304,0.000414134,6112,0
6.19905e-022,9.5515e-021,-0.00207399,0.000389542,6113,0
5.4156e-022,9.38188e-021,-0.00208644,0.000473822,6114,0
3.6257e-021,9.56595e-021,-0.00188131,0.000730522,6115,0
2.11162e-021,9.35724e-021,-0.0019551,0.000756269,6116,0
4.94623e-022,9.08312e-021,-0.0020289,0.000782017,6117,0
2.01079e-021,9.41668e-021,-0.00194892,0.00067347,6118,0
6.56939e-022,9.15478e-021,-0.00202272,0.000699217,6119,0
7.66736e-022,9.23752e-021,-0.00201654,0.000616418,6120,0
2.53375e-021,9.44849e-021,-0.00192845,0.000720087,6121,0
1.04132e-021,9.24148e-021,-0.00200224,0.000745834,6122,0
1.10184e-021,9.30935e-021,-0.00199606,0.000663035,6123,0
3.66987e-021,9.69533e-021,-0.00185363,0.000696469,6124,0
2.18664e-021,9.54572e-021,-0.00192125,0.000639417,6125,0
9.44332e-022,9.41498e-021,-0.00198886,0.000582365,6126,0
2.65252e-021,9.88403e-021,-0.0018444,0.000620058,6127,0
